gvkey,fyear,datadate,at,ceq,csho,prcc_f,dlc,dltt,dvt,dvc,oibdp,sale,ppent,xad,xrd,fyr,exchg,permno,linktype,linkprim,linkdt,linkenddt,hexcd,mve,market_value_of_assets,market_debt_ratio,ln_market_value_of_assets,profits_to_sales,tangible_assets,market_to_book_assets,advertising_to_sales,rd_to_sales,rd_positive,firm_age,ln_firm_age,prev_year_dvt,prev_year_dvc
001034,1985,1985-12-31,92.265,38.269,6.075,15.9999969,11.324,10.821,0.891,0.891,14.526,96.819,25.957,3.217,2.3,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,97.1999811675,151.1959811675,0.1464655332040011,4.444610776558605,0.1376216338538131,0.28786228794101054,1.1174242295091645,0.03503054989816701,0.021588594704684317,1.0,1,0.0,0.405,0.405
001034,1986,1986-12-31,119.456,45.456,9.116,11.49999905,16.378,15.031,1.064,1.064,15.663,123.622,33.504,3.159,3.05,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,104.8339913398,178.83399133979998,0.17563215899107343,5.0185768838121625,0.15003253493632449,0.2813309488971983,1.6387143680431366,0.033226949255827885,0.023755667792478747,1.0,2,0.6931471805599453,0.891,0.891
001034,1987,1987-12-31,250.667,55.453,9.063,8.37499809,16.468,119.574,1.089,1.089,21.818,158.929,63.075,4.986,4.626,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,75.90260768967,271.11660768967,0.5017840889914006,5.186457952835576,0.1267007490576111,0.2804714706670238,1.4970699784004151,0.025553704033262688,0.024671983951076667,1.0,3,1.0986122886681098,1.064,1.064
001034,1988,1988-12-31,266.618,81.792,11.141,13.87499857,23.584,93.944,1.216,1.216,33.922,236.482,74.146,4.782,5.589,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,154.58135906837,339.40735906837,0.34627416542351763,5.602549015010684,0.13728142755570097,0.2516286547491293,1.081580773255634,0.03137249966966381,0.029107337238641156,1.0,4,1.3862943611198906,1.089,1.089
001034,1989,1989-12-31,289.65,93.342,11.176,18.24999762,25.383,101.606,1.451,1.451,37.486,266.292,86.118,5.446,7.336,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,203.96197340112,400.26997340111996,0.31725837169589866,5.827201035147177,0.14344432134369633,0.2780982529311599,1.2730099208169365,0.02022141220050575,0.02363393408377805,1.0,5,1.6094379124341003,1.216,1.216
001034,1990,1990-12-31,328.495,111.015,11.235,25.37498474,44.339,101.386,1.792,1.792,41.946,275.457,93.786,4.756,10.055,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,285.0879535539,502.5679535539,0.2899607883262519,5.992139252945599,0.1407702822465564,0.2973174520973589,1.3819091089284308,0.020451233983747166,0.02754870593183423,1.0,6,1.791759469228055,1.451,1.451
001034,1991,1991-12-31,358.83,114.006,17.033,24.5,40.87,119.394,2.709,2.709,24.292,290.54,94.079,5.082,12.134,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,417.30850000000004,662.1325,0.24204218944093517,6.219730861743384,0.15227785098944663,0.28550206243626236,1.5299105117396004,0.017265852746526682,0.03650297505599785,1.0,7,1.9459101490553132,1.792,1.792
001034,1992,1992-12-31,371.724,184.125,21.492,25.875,31.959,73.651,3.305,3.305,38.252,295.112,105.081,8.428,14.25,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,556.1055,743.7045,0.14200532604011404,6.49546568696686,0.0836098299717767,0.2621826491653429,1.8452540200094754,0.017491567426171955,0.04176361258346527,1.0,8,2.0794415416798357,2.709,2.709
001034,1993,1993-12-31,423.202,184.831,21.547,14.0,63.553,81.713,3.873,3.873,32.381,338.23,118.012,6.497,17.314,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,301.658,540.029,0.268996664993917,6.6116437785178945,0.1296185854861883,0.2826855408851729,2.0006900280853537,0.02855864891973217,0.0482867521483369,1.0,9,2.1972245773362196,3.305,3.305
001034,1994,1994-12-31,592.318,181.288,21.596,20.25,74.484,220.036,3.893,3.893,34.32,469.263,202.903,,32.497,12,11.0,65832.0,LC,P,1984-02-15,2008-12-29,1.0,437.319,848.3489999999999,0.3471684412900823,6.291622841820032,0.09573662892114833,0.2788550148628787,1.2760549335778186,0.019208822398959286,0.051190018626378495,1.0,10,2.302585092994046,3.873,3.873
001076,1987,1988-03-31,98.161,41.242,4.767,11.0,0.0,38.02,0.485,0.485,21.1,131.079,72.245,6.252,0.0,3,11.0,10517.0,LC,P,1982-11-04,1992-12-31,1.0,52.437000000000005,109.35600000000001,0.347671824134021,4.872300000240643,0.1616354181737717,0.6415056993491448,1.5208471596399922,0.06652822577213424,0.0,0.0,5,1.6094379124341003,0.256,0.256
001076,1988,1989-03-31,106.601,44.663,4.671,10.5,18.857,21.794,0.472,0.472,20.803,146.779,82.125,6.345,0.0,3,11.0,10517.0,LC,P,1982-11-04,1992-12-31,1.0,49.045500000000004,110.9835,0.3662796722035257,4.69460861530199,0.1609716277969774,0.7359847597314616,1.1140473304061695,0.04769642734534135,0.0,0.0,6,1.791759469228055,0.485,0.485
001076,1989,1990-03-31,102.002,46.578,4.574,11.75,12.501,21.525,0.467,0.467,23.948,143.466,91.112,5.583,0.0,3,11.0,10517.0,LC,P,1982-11-04,1992-12-31,1.0,53.744499999999995,109.1685,0.3116833152420341,4.7093815416143805,0.14173008400384252,0.7703961501299238,1.0411112466111951,0.04322825472308709,0.0,0.0,7,1.9459101490553132,0.472,0.472
001076,1990,1991-03-31,100.698,44.022,4.227,9.5,14.205,21.294,0.443,0.443,24.992,143.167,88.938,6.309,0.0,3,11.0,10517.0,LC,P,1982-11-04,1992-12-31,1.0,40.1565,96.8325,0.3666021222213617,4.6928925601593106,0.16692456749334336,0.8932373875022058,1.0702584263053665,0.03891514365773075,0.0,0.0,8,2.0794415416798357,0.467,0.467
001076,1991,1992-03-31,101.051,46.676,4.23,13.75,33.594,0.532,0.425,0.425,31.699,144.549,89.113,4.479,0.0,3,11.0,10517.0,LC,P,1982-11-04,1992-12-31,1.0,58.16250000000001,112.53750000000001,0.3032411418416084,4.572982681734846,0.17456536771742093,0.8832151581957934,0.9616129416671633,0.044067417770855016,0.0,0.0,9,2.1972245773362196,0.443,0.443
001076,1992,1993-03-31,108.217,52.152,8.447,10.0,33.13,0.0,0.506,0.506,42.208,157.632,98.261,4.291,0.0,3,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,84.47,140.535,0.23574198598213972,4.723286499434595,0.21929587890611488,0.8818616342243025,1.113670324885454,0.030986032418072764,0.0,0.0,-1,2.302585092994046,0.425,0.425
001076,1998,1998-12-31,272.174,168.871,20.549,15.125,50.411,1.316,0.837,0.837,136.842,379.659,244.276,11.523,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,310.803625,414.106625,0.12491227349960896,6.1945357397517755,0.3586311870275558,0.9053521150295344,2.047204363736622,0.030667640651196617,0.0,0.0,5,1.6094379124341003,0.758,0.758
001076,2002,2002-12-31,483.648,280.545,21.715,21.88,0.277,72.988,0.833,0.833,227.459,640.688,404.381,15.406,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,475.1242,678.2272,0.10802427269210081,6.22007313785325,0.33888318781885596,0.8464687459088208,1.2657227162408482,0.025982245587463256,0.0,0.0,9,2.1972245773362196,0.797,0.797
001076,2003,2003-12-31,555.292,320.186,32.775,20.13,14.262,65.308,1.09,1.09,279.022,766.797,442.597,18.716,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,659.7607499999999,894.8667499999999,0.08891826632289111,6.519482335050681,0.3550230377344355,0.8361060109831943,1.4023157337567818,0.024046025522563245,0.0,0.0,10,2.302585092994046,0.833,0.833
001076,2004,2004-12-31,700.288,375.178,49.761,25.0,10.591,106.064,1.954,1.954,361.606,940.98,536.685,22.4,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,1244.025,1569.1350000000002,0.07434350772878048,6.796674824509164,0.3638798795509111,0.7970527218112272,1.6115246572974216,0.024408024548870172,0.0,0.0,11,2.3978952727983707,1.09,1.09
001076,2005,2005-12-31,858.515,434.471,50.027,21.08,20.647,191.226,2.693,2.693,435.288,1124.006,684.691,27.1,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,1054.56916,1478.6131599999999,0.14329170450505122,7.358279791096636,0.38428659482667005,0.7663775475233046,2.240699540760373,0.02380496928733873,0.0,0.0,12,2.4849066497880004,1.954,1.954
001076,2006,2006-12-31,979.606,607.015,54.139,28.78,11.907,118.067,3.021,3.021,522.82,1319.392,782.443,28.3,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,1558.1204200000002,1930.71142,0.06731922681640325,7.298859873394497,0.38726483666457295,0.7975294549308982,1.7222915848878586,0.02411019158260721,0.0,0.0,13,2.5649493574615367,2.693,2.693
001076,2007,2007-12-31,1113.176,673.38,53.607,19.24,106.701,79.131,3.307,3.307,577.32,1490.033,870.49,32.2,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,1031.39868,1471.19468,0.12631367046542066,7.565643825377403,0.396258276539497,0.7987323474948091,1.9709060785662809,0.021449273604811914,0.0,0.0,14,2.6390573296152584,3.021,3.021
001076,2008,2008-12-31,1233.27,761.544,53.65,26.62,58.856,55.961,3.471,3.471,618.791,1592.608,905.517,28.5,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,1428.163,1899.8890000000001,0.06043353059047134,7.293830057187869,0.38745450604114146,0.7819877539580444,1.321619115036616,0.02161025963854492,0.0,0.0,15,2.70805020110221,3.307,3.307
001076,2009,2009-12-31,1321.456,887.26,54.238,27.73,13.191,41.853,3.739,3.739,705.274,1752.787,910.018,54.4,0.0,12,11.0,78049.0,LC,P,1993-01-01,2010-11-30,1.0,1504.01974,1938.2157399999999,0.028399315341438722,7.549550742395324,0.38853942715344897,0.7342406772239656,1.5405296488198044,0.017895175711788464,0.0,0.0,16,2.772588722239781,3.471,3.471
001076,2010,2010-12-31,1502.072,979.417,80.087,20.39,13.339,28.451,3.981,3.981,743.366,1876.847,1008.196,58.9,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,1632.97393,2155.62893,0.019386453493180758,7.569523107204427,0.40237290669088716,0.6886479761717379,1.4667274127931615,0.031036286782136106,0.0,0.0,0,2.833213344056216,3.739,3.739
001076,2011,2011-12-31,1735.149,976.554,75.64,26.68,0.0,153.789,4.152,4.152,826.362,2024.049,1077.695,64.3,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2018.0752,2776.6702,0.05538612399844965,7.675837806826585,0.39607170962790256,0.6712035108836328,1.4351035968981514,0.03138241955790749,0.0,0.0,1,0.0,3.981,3.981
001076,2012,2012-12-31,1812.929,1136.126,75.72,28.28,1.755,139.773,4.71,4.71,916.033,2222.588,1180.565,36.5,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2141.3616,2818.1646,0.050219919730735384,7.929007719000973,0.4082717365044028,0.6210965167832849,1.6002488547093074,0.03176800561646482,0.0,0.0,2,0.6931471805599453,4.152,4.152
001076,2013,2013-12-31,1827.176,1139.963,72.957,29.4,27.529,115.175,5.479,5.479,907.064,2234.631,1087.018,43.0,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2144.9357999999997,2832.1488,0.05038718304631452,7.943841100972829,0.4121470106020549,0.6511920764685214,1.5544815047914176,0.016422296889931916,0.0,0.0,3,1.0986122886681098,4.71,4.71
001076,2014,2014-12-31,2456.844,1223.521,72.488,30.57,112.597,493.485,6.219,6.219,1194.234,2725.239,1293.249,50.5,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2215.95816,3449.2811600000005,0.17571255339474845,7.948790995806189,0.4059122065343227,0.5949169647587316,1.5500142296089703,0.019242550559801598,0.0,0.0,4,1.3862943611198906,5.479,5.479
001076,2015,2015-12-31,2658.875,1366.618,72.6,22.39,157.178,453.272,6.822,6.822,1536.964,3179.756,1345.374,39.334,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,1625.514,2917.7709999999997,0.2092179269723361,8.145921128895276,0.4382125751172649,0.5263862907046601,1.4039479755328381,0.01853048484921873,0.0,0.0,5,1.6094379124341003,6.219,6.219
001076,2016,2016-12-31,2615.736,1481.598,71.449,31.99,146.515,351.314,7.42,7.42,1646.804,3207.716,1196.352,40.823,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2285.6535099999996,3419.7915099999996,0.14557290950172574,7.97857524759327,0.48335910050959885,0.5059937003431902,1.0973705044426683,0.012370131544684563,0.0,0.0,6,1.791759469228055,6.822,6.822
001076,2017,2017-12-31,2692.264,1728.004,70.019,39.85,97.192,271.606,7.995,7.995,1806.737,3383.708,1343.522,34.026,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2790.2571500000004,3754.5171500000006,0.09822781073193391,8.13733486621009,0.5133883423594857,0.4573672572461442,1.3073916901399834,0.012726500725126539,0.0,0.0,7,1.9459101490553132,7.42,7.42
001076,2018,2018-12-31,2826.692,1760.708,67.184,42.05,83.778,340.974,8.661,8.661,2112.141,3828.923,1532.762,37.718,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,2825.0871999999995,3891.0711999999994,0.10916068562302332,8.230714967381417,0.5339518067161824,0.49903055569587523,1.394557573105758,0.010055832240843478,0.0,0.0,8,2.0794415416798357,7.995,7.995
001076,2019,2019-12-31,3297.8,1737.259,66.718,57.11,83.886,626.53,9.795,9.795,2391.35,3947.656,1986.294,44.023,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,3810.2649800000004,5370.805980000001,0.13227362944136734,8.266439771455017,0.5516279643126801,0.5422458477966471,1.3765458705794615,0.009850811834032705,0.0,0.0,9,2.1972245773362196,8.661,8.661
001076,2020,2020-12-31,1317.404,986.136,67.723,53.87,0.0,79.516,11.194,11.194,2083.917,2484.595,657.581,6.627,0.0,12,11.0,10517.0,LC,P,2010-12-01,,1.0,3648.2380099999996,3979.5060099999996,0.019981374522412144,8.5887332656261,0.6057645347010986,0.6023088119352296,1.6286026987688764,0.011151680896207775,0.0,0.0,10,2.302585092994046,9.795,9.795
001078,1985,1985-12-31,3468.373,1870.663,119.595,68.375,122.859,442.953,167.913,167.913,892.919,3360.273,1368.542,87.23,240.584,12,11.0,20482.0,LC,P,1962-01-31,,1.0,8177.308125,9775.018124999999,0.05788347323396908,8.793303544023845,0.2594161913064657,0.3897296382454268,2.0769556969545495,0.02496164579334412,0.07046188065446678,1.0,23,3.1354942159291497,144.582,144.582
001078,1986,1986-12-31,3865.609,1778.921,228.839,45.625,591.695,297.381,194.099,194.099,1078.113,3807.634,1543.267,94.413,284.89,12,11.0,20482.0,LC,P,1962-01-31,,1.0,10440.779375,12527.467375,0.07097013094396504,9.187585239071796,0.26572811197185464,0.3945775151634498,2.8183295525019942,0.025959200338781997,0.07159656373157776,1.0,24,3.1780538303479458,167.913,167.913
001078,1987,1987-12-31,4385.737,2093.453,226.731,48.25,606.412,270.983,228.078,228.078,1249.354,4387.876,1741.557,135.307,361.34,12,11.0,20482.0,LC,P,1962-01-31,,1.0,10939.77075,13232.05475,0.066308295769408,9.435678902559884,0.28314512371724804,0.3992299790278841,3.2407487086769513,0.024795713033343016,0.07482074169943854,1.0,25,3.2188758248682006,194.099,194.099
001078,1988,1988-12-31,4825.113,2464.649,224.846,48.125,493.288,349.292,270.89,270.89,1372.92,4936.991,1952.622,141.487,454.64,12,11.0,20482.0,LC,P,1962-01-31,,1.0,10820.71375,13181.17775,0.06392296773328923,9.490397554951405,0.28472864775577067,0.39709563067735254,3.017065261779263,0.030836559647537894,0.08234963795695228,1.0,26,3.258096538021482,228.078,228.078
001078,1989,1989-12-31,4851.635,2726.413,221.24,68.0,300.513,146.72,311.592,311.592,1528.443,5379.751,2090.166,142.57,501.774,12,11.0,20482.0,LC,P,1962-01-31,,1.0,15044.32,17169.542,0.026048044845925412,9.486545162941319,0.2780884145828907,0.40467901995248606,2.7317863332941634,0.028658549306652573,0.09208848061501429,1.0,27,3.295836866004329,270.89,270.89
001078,1990,1990-12-31,5563.151,2833.617,429.141,45.0,663.832,134.84,364.028,364.028,1761.927,6158.682,2375.782,150.393,567.009,12,11.0,20482.0,LC,P,1962-01-31,,1.0,19311.345,22040.879,0.03623594140687402,9.750892279103603,0.28411036124162625,0.4308168277292088,3.5389187356427265,0.02650122654375639,0.09327085956208754,1.0,28,3.332204510175204,311.592,311.592
001078,1991,1991-12-31,6255.266,3202.987,425.265,68.875,544.25,125.118,426.622,426.622,1936.047,6876.588,2662.083,172.386,666.336,12,11.0,20482.0,LC,P,1962-01-31,,1.0,29290.126874999998,32342.405874999997,0.020696295834856472,10.000654144504251,0.286088322144251,0.4270568963524449,3.9619415327752208,0.02441967291053508,0.09206661425285476,1.0,29,3.367295829986474,364.028,364.028
001078,1992,1992-12-31,6941.236,3347.641,836.052,30.375,916.263,110.018,507.416,507.416,2168.794,7851.912,3099.238,141.898,772.407,12,11.0,20482.0,LC,P,1962-01-31,,1.0,25395.0795,28988.6745,0.03540282602434961,10.38413452353042,0.28154180532554807,0.4255747077742178,5.170428543726198,0.025068536896495762,0.09689921804243616,1.0,30,3.4011973816621555,426.622,426.622
001078,1993,1993-12-31,7688.569,3674.929,821.13,29.625,843.594,306.84,562.344,562.344,2442.047,8407.843,3510.991,143.902,880.974,12,11.0,20482.0,LC,P,1962-01-31,,1.0,24325.97625,28339.61625,0.04059455109947016,10.274660498207401,0.27621221429888665,0.4464965605549213,4.176298644794674,0.018071776657710883,0.09837183605725587,1.0,31,3.4339872044851463,507.416,507.416
001078,1994,1994-12-31,8523.724,4049.4,803.28,32.625,772.503,287.091,615.271,615.271,2654.711,9156.009,3920.85,,963.516,12,11.0,20482.0,LC,P,1962-01-31,,1.0,26207.01,30681.334,0.034535460550704875,10.252015972221447,0.29044869177504856,0.4566507759766479,3.6859415906913235,0.017115210167459118,0.10478002503139033,1.0,32,3.4657359027997265,562.344,562.344
001078,2003,2003-12-31,26715.342,13072.258,1564.518,46.6,2537.357,3452.329,1531.71,1531.71,5438.763,19680.561,6281.806,344.141,1833.712,12,11.0,20482.0,LC,P,1962-01-31,,1.0,72906.53880000001,86549.62280000001,0.06920522361883706,11.240030443204725,0.2894138271110962,0.24024475431943032,3.1376787566167947,0.01929717292322732,0.09440338218489094,1.0,41,3.713572066704308,1468.643,1468.643
001078,2004,2004-12-31,28767.494,14325.783,1560.024,46.65,1992.683,4787.934,1622.148,1622.148,5744.026,19680.016,6007.874,227.882,1975.759,12,11.0,20482.0,LC,P,1962-01-31,,1.0,72775.11959999999,87216.83059999999,0.07774436371229479,11.368473202420393,0.27635203081863363,0.23513852077955802,3.2396973544265317,0.017486340963552817,0.09317376674374271,1.0,42,3.7376696182833684,1531.71,1531.71
001078,2005,2005-12-31,29141.203,14415.271,1539.235,39.43,2062.01,4571.504,1704.077,1704.077,6194.338,22287.808,6003.141,,1838.306,12,11.0,20482.0,LC,P,1962-01-31,,1.0,60692.036049999995,75417.96805,0.08795667891240674,11.376152602740644,0.29187100254390036,0.20884245252645225,3.0317840893614156,0.011579360504584956,0.10039417650879959,1.0,43,3.7612001156935624,1622.148,1622.148
001098,1988,1988-09-30,128.939,61.296,6.28,9.0,6.365,8.275,2.802,2.512,6.938,176.09,46.068,2.02,1.453,9,11.0,10057.0,LC,C,1968-01-01,1996-07-02,1.0,56.52,124.16300000000001,0.11790952216038594,5.11093301541162,0.04985044865403789,0.32840479323141913,0.9783820778929605,0.012026420737786642,0.009448925949424454,1.0,20,2.995732273553991,2.802,2.512
001098,1989,1989-09-30,136.193,65.415,6.291,10.625,4.202,9.11,2.803,2.513,13.093,191.034,45.715,,2.267,9,11.0,10057.0,LC,C,1968-01-01,1996-07-02,1.0,66.841875,137.619875,0.0967302142949919,4.821595218514138,0.03940030666136635,0.3572852278984636,0.9629592287826028,0.011471406667045261,0.00825146232040434,1.0,21,3.044522437723423,2.802,2.512
001145,1985,1985-10-31,98.862,34.928,4.928,14.24999785,0.233,1.237,0.203,0.007,11.004,51.515,13.196,1.32,0.0,10,11.0,65840.0,LU,P,1980-07-31,1987-12-31,1.0,70.2239894048,134.1579894048,0.01095723040067717,4.817868897048231,0.18175791799656274,0.12052585572322413,1.422768560326187,0.033169653817824704,0.0,0.0,5,1.6094379124341003,0.376,0.012
001145,1986,1986-10-31,147.464,43.212,5.504,14.25,0.155,31.318,0.199,0.023,14.325,63.244,19.235,2.345,0.0,10,11.0,65840.0,LU,P,1980-07-31,1987-12-31,1.0,78.43199999999999,182.68399999999997,0.17228109741411404,4.899018130855247,0.21360768708143257,0.13347899091663126,1.3570228136675366,0.025623604775308163,0.0,0.0,6,1.791759469228055,0.203,0.007
001181,1985,1985-12-31,284.983,161.355,12.161,53.74996948,1.716,59.301,7.514,7.514,80.035,367.311,134.893,10.113,0.0,12,11.0,57349.0,LC,P,1973-08-09,1989-05-31,1.0,653.6533788462799,777.28137884628,0.07850052974454069,6.142013821037587,0.20925964704103117,0.5757781679702644,2.1206714857076143,0.02545399550948708,0.0,0.0,12,2.4849066497880004,8.342,8.342
001181,1986,1986-12-31,318.045,190.253,17.677,70.125,0.045,30.005,8.653,8.653,101.384,401.109,138.829,9.128,0.0,12,11.0,57349.0,LC,P,1973-08-09,1989-05-31,1.0,1239.599625,1367.3916250000002,0.021976147469822332,6.655802419749914,0.2178943728883698,0.47333700606702855,2.7274657746120994,0.027532526932218204,0.0,0.0,13,2.5649493574615367,7.514,7.514
001181,1987,1987-12-31,532.341,324.123,34.542,57.0,0.024,95.244,11.851,11.851,124.454,490.143,147.014,12.858,0.0,12,11.0,57349.0,LC,P,1973-08-09,1989-05-31,1.0,1968.894,2177.112,0.043758887921246124,7.220660280698614,0.2527592250485529,0.4365074124730777,4.299365262777281,0.02275690647679309,0.0,0.0,14,2.6390573296152584,8.653,8.653
001181,1988,1988-12-31,425.394,194.396,69.157,37.625,0.342,115.796,14.167,14.167,114.214,534.237,153.574,16.194,0.0,12,11.0,57349.0,LC,P,1973-08-09,1989-05-31,1.0,2602.0321249999997,2833.0301249999998,0.040994269342617747,7.6857545068565365,0.25391365377043024,0.2761650896699672,4.089694387619965,0.026233160526621824,0.0,0.0,15,2.70805020110221,11.851,11.851
001181,1989,1989-12-31,467.675,201.119,69.961,12.25,2.379,135.701,15.736,15.736,101.469,542.113,166.066,13.124,0.0,12,11.0,75618.0,LC,P,1989-06-08,1993-10-01,1.0,857.02225,1123.57825,0.12289308733058867,7.9491021333779335,0.21378901124407335,0.36101590525489313,6.659779228197858,0.0303123894451339,0.0,0.0,0,2.772588722239781,14.167,14.167
001181,1990,1990-12-31,497.51,213.491,70.12,8.25,0.382,153.845,16.817,16.817,73.859,535.959,173.662,11.279,0.0,12,11.0,75618.0,LC,P,1989-06-08,1993-10-01,1.0,578.49,862.509,0.17881204717863813,7.024273737620161,0.18717315393654088,0.35508846955685036,2.4024766130325546,0.02420897488162062,0.0,0.0,1,0.0,15.736,15.736
001181,1991,1991-12-31,381.043,130.74,70.282,8.625,102.0,50.0,16.863,16.863,50.657,392.817,152.267,5.752,0.0,12,11.0,75618.0,LC,P,1989-06-08,1993-10-01,1.0,606.18225,856.48525,0.1774694894045169,6.759845583633681,0.1378071830121334,0.349062330405419,1.733651584892766,0.02104452019650757,0.0,0.0,2,0.6931471805599453,16.817,16.817
001181,1992,1992-12-31,308.487,132.062,70.936,12.0,0.0,50.0,17.006,17.006,70.506,413.955,149.418,6.429,0.0,12,11.0,75618.0,LC,P,1989-06-08,1993-10-01,1.0,851.2320000000001,1027.6570000000002,0.048654366194167895,6.752837096366616,0.12895826809939487,0.39960581876586104,2.247739100311513,0.01464295078878969,0.0,0.0,3,1.0986122886681098,16.863,16.863
001213,1985,1985-12-31,214.748,81.581,5.842,19.25,0.698,56.142,3.494,3.494,35.635,465.991,138.4,12.822,0.0,12,11.0,51721.0,LU,P,1971-01-05,2003-08-15,1.0,112.45849999999999,245.62549999999996,0.231409198149215,5.280189036833082,0.08841126326420233,0.6551420365409215,1.1850879733545723,0.0359336036031724,0.0,0.0,14,2.6390573296152584,3.461,3.461
001213,1986,1986-12-31,271.562,91.751,5.864,29.875,3.147,91.191,3.512,3.512,52.232,541.627,188.823,2.238,0.0,12,11.0,51721.0,LU,P,1971-01-05,2003-08-15,1.0,175.18699999999998,354.998,0.2657423422103787,5.503808018244864,0.07647143399765231,0.6444763164266956,1.143784808240356,0.027515552875484718,0.0,0.0,15,2.70805020110221,3.494,3.494
001213,1987,1987-12-31,355.715,124.445,6.904,14.875,3.165,136.284,3.836,3.836,59.407,632.303,247.974,0.551,0.0,12,11.0,51721.0,LU,P,1971-01-05,2003-08-15,1.0,102.697,333.967,0.41755323130728483,5.872112155656729,0.09643536972861398,0.6953218786133554,1.3072447544207215,0.0041319948968570625,0.0,0.0,16,2.772588722239781,3.512,3.512
001213,1988,1988-12-31,422.052,127.418,6.909,21.75,3.531,170.553,4.141,4.141,73.598,768.023,288.928,,0.0,12,11.0,51721.0,LU,P,1971-01-05,2003-08-15,1.0,150.27075,444.90475000000004,0.39128375230878065,5.811042185700213,0.09395337361992588,0.6971142628227655,0.938861166945448,0.0008714176589388316,0.0,0.0,17,2.833213344056216,3.836,3.836
001222,1985,1985-12-31,34.397,34.058,16.729,2.0,0.0,0.0,43.538,43.538,1.254,5.5,0.0,,0.0,12,11.0,63415.0,LC,P,1982-01-29,1988-04-22,1.0,33.458,33.797,0.0,4.695687078140147,0.27716803215334673,0.12422091844366513,1.8195023850283376,0.0,0.0,0.0,3,1.0986122886681098,8.411,8.411
001230,1985,1985-12-31,537.049,161.011,12.335,16.125,10.354,234.027,1.911,1.911,52.629,433.187,330.122,14.608,0.0,12,11.0,28804.0,LU,P,1966-01-31,,1.0,198.90187500000002,574.939875,0.4250548807386163,5.940414315283596,0.13816702705991007,0.6423177434790077,1.1658417018379013,0.023194208637271112,0.0,0.0,19,2.9444389791664403,1.508,1.508
001230,1986,1986-12-31,671.889,177.179,12.384,20.0,19.241,291.651,1.979,1.979,70.237,468.264,448.665,18.025,0.0,12,11.0,28804.0,LU,P,1966-01-31,,1.0,247.68,742.3900000000001,0.418771804577109,6.354265470112636,0.12149256556637202,0.6146962381458676,1.0705538507659451,0.033722156943767935,0.0,0.0,20,2.995732273553991,1.911,1.911
001230,1987,1987-12-31,705.795,271.568,15.63,13.5,7.692,203.561,2.562,2.562,76.648,709.826,399.422,24.943,0.0,12,11.0,28804.0,LU,P,1966-01-31,,1.0,211.00500000000002,645.232,0.3274062662732165,6.609874711553686,0.14999444757658073,0.6677665507248965,1.1049295344915604,0.03849324312780824,0.0,0.0,21,3.044522437723423,1.979,1.979
001230,1988,1988-12-31,730.245,306.531,15.648,20.0,6.969,171.069,2.657,2.657,115.489,814.365,483.708,26.685,0.0,12,11.0,28804.0,LU,P,1966-01-31,,1.0,312.96,736.674,0.24167813714071623,6.469609942045341,0.10798139262298083,0.56591786566921,0.914191797901657,0.03513959759152243,0.0,0.0,22,3.091042453358316,2.562,2.562
001230,1989,1989-12-31,874.075,341.872,15.483,20.625,8.169,227.044,3.126,3.126,120.435,916.537,536.503,26.795,0.0,12,11.0,28804.0,LU,P,1966-01-31,,1.0,319.336875,851.5398749999999,0.2762207700490832,6.602145460545271,0.14181478820921822,0.6623913891912988,1.0088038945833246,0.03276786207658728,0.0,0.0,23,3.1354942159291497,2.657,2.657
