Variables,Coefficients,Standard Errors,t-values,p-values,Significance
Intercept,0.1296771843462682,0.007162786125874057,18.10429378560344,1.5205627099675825e-72,***
Size,0.02418526785412274,0.0008731920698041534,27.697534930141096,4.964765036587636e-165,***
MB,-0.017490279882264384,0.002150496497279619,-8.133135722094694,4.482734937938857e-16,***
D_RD,-0.10921539700935795,0.005537676573102882,-19.72224191275984,1.3894242464652382e-85,***
MB_D_RD,0.01937880717856106,0.002510581342779804,7.718852541580732,1.2417845733180052e-14,***
